"Project","ReleaseId","Path","Class","isLongMethod","isGodClass","isFeatureEnvy","isDuplicatedCode","CodeSmells","NSmells","Buggy"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/file/DeflateCodec.java/","org.apache.avro.file.DeflateCodec","0","0","1","0","0","1","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/parsing/JsonGrammarGenerator.java/","org.apache.avro.io.parsing.JsonGrammarGenerator","0","1","1","1","0","3","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/file/NullCodec.java/","org.apache.avro.file.NullCodec.Option","0","0","0","0","0","0","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.Field.Order","0","0","0","0","0","0","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.WriterUnionAction","0","0","0","0","0","0","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.BooleanSchema","0","0","0","0","0","0","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.EnumAdjustAction","0","0","0","0","2","2","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.ImplicitAction","0","0","0","0","0","0","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.LockableArrayList","0","0","0","0","8","8","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/file/DataFileWriter.java/","org.apache.avro.file.DataFileWriter.BufferedFileOutputStream.PositionFilter","0","0","1","0","1","2","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/parsing/Parser.java/","org.apache.avro.io.parsing.Parser.ActionHandler","0","0","0","0","0","0","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/ipc/stats/Histogram.java/","org.apache.avro.ipc.stats.Histogram.Segmenter","0","0","0","0","0","0","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/ipc/HttpTransceiver.java/","org.apache.avro.ipc.HttpTransceiver","0","0","1","0","0","1","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.NamedSchema","0","1","1","0","7","9","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/BinaryDecoder.java/","org.apache.avro.io.BinaryDecoder.ByteSource","0","1","1","0","0","2","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/specific/SpecificCompiler.java/","org.apache.avro.specific.SpecificCompiler.OutputFile","0","0","1","0","1","2","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/reflect/ReflectRequestor.java/","org.apache.avro.reflect.ReflectRequestor","0","0","1","0","0","1","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/util/Utf8.java/","org.apache.avro.util.Utf8","0","1","1","0","6","8","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/DecoderFactory.java/","org.apache.avro.io.DecoderFactory","0","0","1","0","1","2","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/DatumReader.java/","org.apache.avro.io.DatumReader","0","0","0","0","0","0","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/AvroTypeException.java/","org.apache.avro.AvroTypeException","0","0","0","0","0","0","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/ipc/Transceiver.java/","org.apache.avro.ipc.Transceiver","0","0","0","0","1","1","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/file/CodecFactory.java/","org.apache.avro.file.CodecFactory","0","0","1","0","0","1","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/reflect/ReflectDatumWriter.java/","org.apache.avro.reflect.ReflectDatumWriter","0","0","1","0","5","6","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/reflect/Nullable.java/","org.apache.avro.reflect.Nullable","0","0","0","0","0","0","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/file/DataFileReader.java/","org.apache.avro.file.DataFileReader","0","0","1","0","1","2","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/ipc/Responder.java/","org.apache.avro.ipc.Responder","1","1","1","0","0","3","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/generic/GenericArray.java/","org.apache.avro.generic.GenericArray","0","0","0","0","0","0","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/specific/SpecificCompiler.java/","org.apache.avro.specific.SpecificCompiler","1","1","1","0","4","7","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/ipc/DatagramTransceiver.java/","org.apache.avro.ipc.DatagramTransceiver","0","0","1","0","2","3","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.BytesSchema","0","0","0","0","0","0","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/BinaryEncoder.java/","org.apache.avro.io.BinaryEncoder.ReuseByteWriter","0","0","1","0","0","1","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/generic/GenericData.java/","org.apache.avro.generic.GenericData.Record","0","0","1","0","0","1","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/specific/SpecificResponder.java/","org.apache.avro.specific.SpecificResponder","0","0","1","0","0","1","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.SkipAction","0","0","1","0","0","1","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/file/SeekableInput.java/","org.apache.avro.file.SeekableInput","0","0","0","0","0","0","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/ipc/stats/StatsPlugin.java/","org.apache.avro.ipc.stats.StatsPlugin","0","0","1","0","0","1","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/ipc/SocketServer.java/","org.apache.avro.ipc.SocketServer.Connection","0","0","1","0","1","2","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/reflect/ReflectData.java/","org.apache.avro.reflect.ReflectData.AllowNull","0","0","0","0","1","1","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/specific/SpecificFixed.java/","org.apache.avro.specific.SpecificFixed","0","0","0","0","0","0","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.IntSchema","0","0","0","0","0","0","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/generic/IndexedRecord.java/","org.apache.avro.generic.IndexedRecord","0","0","0","0","0","0","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/tool/GenAvroTool.java/","org.apache.avro.tool.GenAvroTool","0","0","1","0","3","4","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.UnionAdjustAction","0","0","1","0","0","1","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.ArraySchema","0","0","1","0","4","5","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/tool/RpcSendTool.java/","org.apache.avro.tool.RpcSendTool","0","0","1","1","1","3","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/DirectBinaryDecoder.java/","org.apache.avro.io.DirectBinaryDecoder.ByteReader","0","0","1","1","0","2","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/ipc/SocketServer.java/","org.apache.avro.ipc.SocketServer","0","0","1","0","5","6","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/file/DataFileStream.java/","org.apache.avro.file.DataFileStream.DataBlock","0","0","0","0","0","0","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/specific/SpecificCompiler.java/","org.apache.avro.specific.SpecificCompiler.SpecificCompilerTool","0","0","1","0","2","3","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/specific/ProtocolTask.java/","org.apache.avro.specific.ProtocolTask","0","0","1","0","4","5","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/","org.apache.avro.ipc.SocketTransceiver","0","0","1","0","2","3","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/BlockingBinaryEncoder.java/","org.apache.avro.io.BlockingBinaryEncoder","1","1","1","0","2","5","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/reflect/Stringable.java/","org.apache.avro.reflect.Stringable","0","0","0","0","0","0","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.Alternative","0","1","1","0","1","3","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.Root","0","0","0","0","1","1","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/file/DataFileStream.java/","org.apache.avro.file.DataFileStream","0","1","1","0","7","9","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/ipc/ByteBufferInputStream.java/","org.apache.avro.ipc.ByteBufferInputStream","0","0","1","0","2","3","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/JsonDecoder.java/","org.apache.avro.io.JsonDecoder","0","1","1","1","0","3","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/specific/SchemaTask.java/","org.apache.avro.specific.SchemaTask","0","0","1","0","0","1","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/tool/DataFileGetSchemaTool.java/","org.apache.avro.tool.DataFileGetSchemaTool","0","0","1","0","0","1","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/file/Codec.java/","org.apache.avro.file.Codec","0","0","0","0","0","0","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/generic/GenericRequestor.java/","org.apache.avro.generic.GenericRequestor","0","0","1","0","0","1","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/specific/SpecificRecordBase.java/","org.apache.avro.specific.SpecificRecordBase","0","0","1","0","0","1","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/parsing/ResolvingGrammarGenerator.java/","org.apache.avro.io.parsing.ResolvingGrammarGenerator","1","1","1","1","9","13","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/tool/Main.java/","org.apache.avro.tool.Main","0","1","1","0","6","8","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/ipc/stats/Stopwatch.java/","org.apache.avro.ipc.stats.Stopwatch","0","0","1","0","0","1","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/tool/DataFileWriteTool.java/","org.apache.avro.tool.DataFileWriteTool","0","0","1","0","1","2","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.Repeater","0","0","1","0","1","2","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/BinaryDecoder.java/","org.apache.avro.io.BinaryDecoder.ByteArrayByteSource","0","1","1","0","0","2","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/ipc/AvroRemoteException.java/","org.apache.avro.ipc.AvroRemoteException","0","0","0","0","0","0","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.Names","0","0","1","0","0","1","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/ParsingDecoder.java/","org.apache.avro.io.ParsingDecoder","0","1","1","0","0","2","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/generic/GenericData.java/","org.apache.avro.generic.GenericData.Array","0","0","1","0","7","8","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.Name","0","1","1","0","4","6","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/ipc/HttpServer.java/","org.apache.avro.ipc.HttpServer","0","0","1","0","0","1","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/file/NullCodec.java/","org.apache.avro.file.NullCodec","0","0","1","0","0","1","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.FloatSchema","0","0","0","0","0","0","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/Protocol.java/","org.apache.avro.Protocol","0","1","1","0","8","10","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/reflect/ReflectResponder.java/","org.apache.avro.reflect.ReflectResponder","0","0","0","0","0","0","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/BinaryEncoder.java/","org.apache.avro.io.BinaryEncoder.ByteWriter","0","0","0","0","0","0","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/tool/Util.java/","org.apache.avro.tool.Util","0","0","1","0","1","2","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/reflect/Union.java/","org.apache.avro.reflect.Union","0","0","0","0","0","0","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/generic/GenericData.java/","org.apache.avro.generic.GenericData","1","1","1","1","13","17","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/BinaryEncoder.java/","org.apache.avro.io.BinaryEncoder","0","1","1","1","5","8","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/ipc/stats/Histogram.java/","org.apache.avro.ipc.stats.Histogram.EntryIterator","0","0","1","0","0","1","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/tool/DataFileReadTool.java/","org.apache.avro.tool.DataFileReadTool","0","0","1","0","0","1","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/tool/Tool.java/","org.apache.avro.tool.Tool","0","0","0","0","0","0","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/ipc/RPCContext.java/","org.apache.avro.ipc.RPCContext","0","0","0","0","2","2","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/BinaryData.java/","org.apache.avro.io.BinaryData.Decoders","0","1","0","0","2","3","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.Sequence","0","1","1","0","5","7","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/tool/RpcReceiveTool.java/","org.apache.avro.tool.RpcReceiveTool","0","0","1","1","2","4","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/ipc/stats/StatsServlet.java/","org.apache.avro.ipc.stats.StatsServlet","0","1","1","0","0","2","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.FieldOrderAction","0","0","0","0","2","2","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/file/DataFileWriter.java/","org.apache.avro.file.DataFileWriter","0","1","1","0","3","5","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/ValidatingEncoder.java/","org.apache.avro.io.ValidatingEncoder","0","1","1","0","0","2","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/parsing/SkipParser.java/","org.apache.avro.io.parsing.SkipParser","0","1","1","0","0","2","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/file/DataFileWriter.java/","org.apache.avro.file.DataFileWriter.BufferedFileOutputStream","0","0","0","0","1","1","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/DatumWriter.java/","org.apache.avro.io.DatumWriter","0","0","0","0","0","0","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.Field","0","1","1","0","2","4","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.DefaultStartAction","0","0","0","0","1","1","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.EnumSchema","0","0","1","0","7","8","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/AvroRuntimeException.java/","org.apache.avro.AvroRuntimeException","0","0","0","0","0","0","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/file/LengthLimitedInputStream.java/","org.apache.avro.file.LengthLimitedInputStream","0","0","1","0","1","2","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/file/DataFileConstants.java/","org.apache.avro.file.DataFileConstants","0","0","0","0","0","0","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/generic/GenericDatumReader.java/","org.apache.avro.generic.GenericDatumReader","0","1","1","0","0","2","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/file/DataFileReader.java/","org.apache.avro.file.DataFileReader.SeekableInputStream","0","0","1","0","0","1","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.StringSchema","0","0","0","0","0","0","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/generic/GenericResponder.java/","org.apache.avro.generic.GenericResponder","0","0","1","0","1","2","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/Protocol.java/","org.apache.avro.Protocol.Message","0","1","1","0","3","5","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/ParsingEncoder.java/","org.apache.avro.io.ParsingEncoder","0","0","1","0","0","1","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/BlockingBinaryEncoder.java/","org.apache.avro.io.BlockingBinaryEncoder.BlockedValue","0","1","1","0","0","2","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/ipc/stats/Histogram.java/","org.apache.avro.ipc.stats.Histogram.TreeMapSegmenter","0","0","1","0","2","3","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.IntCheckAction","0","0","0","0","0","0","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/DirectBinaryDecoder.java/","org.apache.avro.io.DirectBinaryDecoder","0","1","1","0","3","5","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/BinaryDecoder.java/","org.apache.avro.io.BinaryDecoder.BufferAccessor","0","1","1","0","2","4","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/generic/GenericRecord.java/","org.apache.avro.generic.GenericRecord","0","0","0","0","0","0","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/parsing/ResolvingGrammarGenerator.java/","org.apache.avro.io.parsing.ResolvingGrammarGenerator.LitS2","0","0","1","0","2","3","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema","1","1","1","0","75","78","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.ResolvingAction","0","0","1","0","0","1","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/specific/SpecificRequestor.java/","org.apache.avro.specific.SpecificRequestor","0","0","1","0","0","1","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/ipc/stats/Histogram.java/","org.apache.avro.ipc.stats.Histogram.SegmenterException","0","0","0","0","0","0","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/ipc/stats/FloatHistogram.java/","org.apache.avro.ipc.stats.FloatHistogram","0","0","1","0","0","1","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/file/DataFileWriter.java/","org.apache.avro.file.DataFileWriter.NonCopyingByteArrayOutputStream","0","0","1","0","0","1","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.FieldAdjustAction","0","0","0","0","0","0","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/specific/SpecificDatumReader.java/","org.apache.avro.specific.SpecificDatumReader","0","0","1","0","0","1","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.Type","0","0","0","0","0","0","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/DecoderFactory.java/","org.apache.avro.io.DecoderFactory.DefaultDecoderFactory","0","0","0","0","0","0","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/ipc/RPCPlugin.java/","org.apache.avro.ipc.RPCPlugin","0","0","0","0","0","0","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/BlockingBinaryEncoder.java/","org.apache.avro.io.BlockingBinaryEncoder.BlockedValue.State","0","0","0","0","0","0","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/specific/SpecificExceptionBase.java/","org.apache.avro.specific.SpecificExceptionBase","0","0","1","0","2","3","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.NullSchema","0","0","0","0","0","0","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/reflect/ReflectDatumReader.java/","org.apache.avro.reflect.ReflectDatumReader","0","0","1","0","0","1","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/parsing/ValidatingGrammarGenerator.java/","org.apache.avro.io.parsing.ValidatingGrammarGenerator","1","1","1","1","2","6","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/Encoder.java/","org.apache.avro.io.Encoder","0","1","1","0","0","2","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/generic/GenericData.java/","org.apache.avro.generic.GenericData.Fixed","0","1","1","0","6","8","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/BlockingBinaryEncoder.java/","org.apache.avro.io.BlockingBinaryEncoder.EncoderBuffer","0","0","0","0","1","1","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/DirectBinaryDecoder.java/","org.apache.avro.io.DirectBinaryDecoder.ReuseByteReader","0","0","0","0","0","0","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/ValidatingDecoder.java/","org.apache.avro.io.ValidatingDecoder","0","1","1","0","2","4","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/specific/FixedSize.java/","org.apache.avro.specific.FixedSize","0","0","0","0","0","0","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/ipc/Requestor.java/","org.apache.avro.ipc.Requestor","1","1","1","0","0","3","yes"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/tool/RpcReceiveTool.java/","org.apache.avro.tool.RpcReceiveTool.SinkResponder","0","0","1","0","1","2","no"
"avro","release-1.3.2","/lang/java/src/java/org/apache/avro/io/parsing/Parser.java/","org.apache.avro.io.parsing.Parser","0","1","1","0","0","2","no"
