Project,Path,Method,ReleaseId,LOC,StmtCount,Cyclomatic,Cognitive,DistinctOperators,DistinctOperands,TotalOperators,TotalOperands,Vocabulary,Length,Volume,Difficulty,Effort,MaxNestingDepth,isLongMethod,isGodClass,isFeatureEnvy,isDuplicatedCode,CodeSmells,Touches,prevCodeSmells,prevBuggy,Buggy
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java/," synchronized void dec()",release-4.0.0,4,3,1,0,1,2,1,2,3.0,3.0,4.754887502163469,0.5,2.3774437510817346,0,0,1,0,0,0,7,0,no,yes
bookkeeper,/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/,"public static org.apache.hedwig.protocol.PubSubProtocol.PublishRequest parseDelimitedFrom(java.io.InputStream input, com.google.protobuf.ExtensionRegistryLite extensionRegistry) throws java.io.IOException",release-4.0.0,11,7,2,1,0,7,0,8,7.0,8.0,22.458839376460833,0.0,0.0,1,0,1,1,0,0,2,0,no,yes
bookkeeper,/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/,"public org.apache.hedwig.protocol.PubSubProtocol.PubSubResponse buildPartial()",release-4.0.0,9,7,2,1,2,4,2,7,6.0,9.0,23.264662506490403,1.75,40.71315938635821,1,0,1,0,0,0,2,0,no,yes
bookkeeper,/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/,"public LedgerRanges getDefaultInstanceForType()",release-4.0.0,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,2,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java/,"public void processPacket(ByteBuffer packet, Cnxn src)",release-4.0.0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,8,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java/,"public void initiate()",release-4.0.0,3,2,1,0,0,3,0,3,3.0,3.0,4.754887502163469,0.0,0.0,0,0,1,1,0,0,8,0,no,no
bookkeeper,/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/,"public Builder clear()",release-4.0.0,8,6,2,1,2,3,2,4,5.0,6.0,13.931568569324174,1.3333333333333333,18.575424759098897,1,0,1,0,0,0,2,0,no,yes
bookkeeper,/hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java/,"protected void asyncUnsubscribe(final ByteString topic, final ByteString subscriberId, final Callback<Void> callback, final Object context, boolean isHub)",release-4.0.0,23,10,2,1,2,15,4,26,17.0,30.0,122.6238852375102,1.7333333333333334,212.54806774501768,1,0,1,1,0,0,4,0,no,no
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/,"protected void addMessageToCache(CacheKey cacheKey, Message message, long currTime)",release-4.0.0,29,14,3,2,4,30,8,46,34.0,54.0,274.72299342751836,3.066666666666667,842.4838465110564,1,0,1,1,0,0,3,0,no,no
bookkeeper,/hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java/,"public void publish(ByteString topic, Message msg) throws CouldNotConnectException, ServiceDownException",release-4.0.0,40,30,7,6,3,22,7,46,25.0,53.0,246.1243780580604,3.1363636363636362,771.9355493639166,4,0,1,1,0,2,5,0,no,no
bookkeeper,/hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java/,"protected void doSubUnsub(PubSubData pubSubData, Channel channel)",release-4.0.0,50,29,4,3,5,45,8,81,50.0,89.0,502.30320088995046,4.5,2260.364404004777,1,0,1,1,0,0,4,0,no,no
bookkeeper,/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/,"public static PublishRequest getDefaultInstance()",release-4.0.0,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,2,0,no,yes
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java/,"public void stop()",release-4.0.0,3,2,1,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,1,1,0,0,4,0,no,no
bookkeeper,/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/,"public Builder clearStartDeliveryRequest()",release-4.0.0,5,4,1,0,1,4,2,5,5.0,7.0,16.253496664211536,0.625,10.15843541513221,0,0,1,1,0,0,2,0,no,yes
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/,"public void operationFinished(Object ctx, Long resultOfOperation)",release-4.0.0,18,6,1,0,0,13,0,18,13.0,18.0,66.60791492653966,0.0,0.0,0,0,1,1,0,0,3,0,no,no
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryCallback.java/,"public void transientErrorOnSend()",release-4.0.0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,no
bookkeeper,/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/,"public static org.apache.hedwig.protocol.PubSubProtocol.PubSubRequest parseFrom(java.io.InputStream input) throws java.io.IOException",release-4.0.0,4,2,1,0,0,4,0,4,4.0,4.0,8.0,0.0,0.0,0,0,1,1,0,0,2,0,no,yes
bookkeeper,/hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java/,"public static Callback<Void> multiCallback(int expected, Callback<Void> cb, Object ctx)",release-4.0.0,3,2,1,0,0,5,0,8,5.0,8.0,18.575424759098897,0.0,0.0,0,0,1,0,0,0,4,0,no,no
bookkeeper,/hedwig-client/src/main/java/org/apache/hedwig/client/conf/ClientConfiguration.java/,"protected HedwigSocketAddress getDefaultServerHedwigSocketAddress()",release-4.0.0,5,4,2,1,2,6,2,8,8.0,10.0,30.0,1.3333333333333333,40.0,1,0,0,1,0,0,3,0,no,no
bookkeeper,/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/,"public Builder setEndSeqIdIncluded(org.apache.hedwig.protocol.PubSubProtocol.MessageSeqId.Builder builderForValue)",release-4.0.0,5,4,1,0,1,4,2,5,5.0,7.0,16.253496664211536,0.625,10.15843541513221,0,0,1,1,0,0,2,0,no,yes
bookkeeper,/hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeReconnectCallback.java/,"public void run()",release-4.0.0,9,5,2,1,1,10,1,13,11.0,14.0,48.43204266092217,0.65,31.48082772959941,1,0,1,1,0,0,4,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java/,"public ClientConfiguration setBookieRecoveryDigestType(DigestType digestType)",release-4.0.0,4,3,1,0,0,4,0,4,4.0,4.0,8.0,0.0,0.0,0,0,0,0,0,0,4,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java/," int getVersion()",release-4.0.0,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,3,0,no,no
bookkeeper,/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/,"public static Message getDefaultInstance()",release-4.0.0,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,2,0,no,yes
bookkeeper,/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/,"public void writeTo(com.google.protobuf.CodedOutputStream output) throws java.io.IOException",release-4.0.0,8,6,1,0,0,8,0,9,8.0,9.0,27.0,0.0,0.0,0,0,1,1,0,0,2,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/," abstract byte[] getValueAndReset()",release-4.0.0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5,0,no,no
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ChannelDisconnectListener.java/,"public void channelDisconnected(Channel channel)",release-4.0.0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java/,"public InetSocketAddress getRemoteAddress()",release-4.0.0,3,2,1,0,0,3,0,3,3.0,3.0,4.754887502163469,0.0,0.0,0,0,1,1,0,0,8,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/,"public void recoverBookieData(final InetSocketAddress bookieSrc, final InetSocketAddress bookieDest) throws InterruptedException, BKException",release-4.0.0,27,19,3,2,4,16,5,26,20.0,31.0,133.97977094150824,3.25,435.43425555990177,1,0,1,1,0,1,6,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/,"public String getJournalDirName()",release-4.0.0,3,2,1,0,0,3,0,3,3.0,3.0,4.754887502163469,0.0,0.0,0,0,1,0,0,0,4,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java/,"public int getBookieIndex(long entryId, int replicaIndex)",release-4.0.0,4,2,1,0,2,3,2,3,5.0,5.0,11.60964047443681,1.0,11.60964047443681,0,0,0,0,0,0,2,0,no,no
bookkeeper,/hedwig-client/src/main/java/org/apache/hedwig/client/HedwigClient.java/,"public Publisher getPublisher()",release-4.0.0,4,2,1,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,0,1,0,0,1,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java/,"public InetSocketAddress getAdditionalBookie(List<InetSocketAddress> existingBookies) throws BKNotEnoughBookiesException",release-4.0.0,4,2,1,0,0,5,0,5,5.0,5.0,11.60964047443681,0.0,0.0,0,0,1,1,0,0,4,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java/,"public void processResult(int rc, String path, Object ctx)",release-4.0.0,8,6,2,1,2,8,2,10,10.0,12.0,39.863137138648355,1.25,49.82892142331045,1,0,0,1,0,1,3,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/,"public ServerConfiguration setZkTimeout(int zkTimeout)",release-4.0.0,4,3,1,0,0,5,0,5,5.0,5.0,11.60964047443681,0.0,0.0,0,0,1,1,0,0,4,0,no,no
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/," String ledgersPath(ByteString topic)",release-4.0.0,3,2,1,0,0,6,0,6,6.0,6.0,15.509775004326936,0.0,0.0,0,0,1,1,0,0,3,0,no,no
bookkeeper,/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/,"public org.apache.hedwig.protocol.PubSubProtocol.MessageSeqId buildPartial()",release-4.0.0,13,10,3,2,3,6,4,13,9.0,17.0,53.88872502451932,3.25,175.13835632968778,1,0,1,1,0,0,2,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java/," void close()",release-4.0.0,2,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,5,0,no,no
bookkeeper,/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/,"public Builder setSubscriberId(com.google.protobuf.ByteString value)",release-4.0.0,8,7,2,1,2,4,3,6,6.0,9.0,23.264662506490403,1.5,34.89699375973561,1,0,1,1,0,0,2,0,no,yes
bookkeeper,/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/,"public static org.apache.hedwig.protocol.PubSubProtocol.SubscribeRequest parseFrom(com.google.protobuf.CodedInputStream input, com.google.protobuf.ExtensionRegistryLite extensionRegistry) throws java.io.IOException",release-4.0.0,7,2,1,0,0,5,0,5,5.0,5.0,11.60964047443681,0.0,0.0,0,0,1,1,0,0,2,0,no,yes
bookkeeper,/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/,"public static Builder newBuilder(org.apache.hedwig.protocol.PubSubProtocol.MessageSeqId prototype)",release-4.0.0,3,2,1,0,0,3,0,3,3.0,3.0,4.754887502163469,0.0,0.0,0,0,1,1,0,0,2,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java/," byte getVersion()",release-4.0.0,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,no,no
bookkeeper,/hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java/,"public void operationFinished(Object ctx, Void resultOfOperation)",release-4.0.0,4,2,1,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,1,0,0,0,3,0,no,no
bookkeeper,/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/,"public static org.apache.hedwig.protocol.PubSubProtocol.PubSubRequest parseFrom(com.google.protobuf.ByteString data) throws com.google.protobuf.InvalidProtocolBufferException",release-4.0.0,5,2,1,0,0,4,0,4,4.0,4.0,8.0,0.0,0.0,0,0,1,1,0,0,2,0,no,yes
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java/,"public void onFirstLocalSubscribe(final ByteString topic, final boolean synchronous, final Callback<Void> cb)",release-4.0.0,80,41,10,8,2,55,7,128,57.0,135.0,787.4401519122401,2.327272727272727,1832.5879899048498,1,1,1,1,0,3,4,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/,"public void garbageCollectLedgers(GarbageCollector gc)",release-4.0.0,22,19,2,1,1,17,5,27,18.0,32.0,133.437600046154,0.7941176470588235,105.96515297782817,1,0,1,1,0,1,1,0,no,yes
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java/,"public MessageSeqId getCurrentSeqIdForTopic(ByteString topic) throws ServerNotResponsibleForTopicException",release-4.0.0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,no,no
bookkeeper,/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/,"public org.apache.hedwig.protocol.PubSubProtocol.StatusCode getStatusCode()",release-4.0.0,3,2,1,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,1,1,0,0,2,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java/,"public String toString()",release-4.0.0,8,4,1,0,0,9,0,17,9.0,17.0,53.88872502451932,0.0,0.0,0,0,1,1,0,0,1,0,no,yes
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java/,"protected void finalize() throws Throwable",release-4.0.0,20,17,4,3,2,19,2,22,21.0,24.0,105.41561814669026,1.1578947368421053,122.06018943300978,2,0,1,1,0,1,3,0,no,no
bookkeeper,/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/,"public Builder clearMsg()",release-4.0.0,5,4,1,0,1,4,2,5,5.0,7.0,16.253496664211536,0.625,10.15843541513221,0,0,1,1,0,0,2,0,no,yes
bookkeeper,/hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslContextFactory.java/,"public void checkServerTrusted(X509Certificate[] chain, String authType) throws CertificateException",release-4.0.0,4,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,no,no
bookkeeper,/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/,"public com.google.protobuf.Descriptors.Descriptor getDescriptorForType()",release-4.0.0,4,2,1,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,1,1,0,0,2,0,no,yes
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java/,"public void handleRequestAtOwner(final PubSubRequest request, final Channel channel)",release-4.0.0,76,36,4,3,4,50,5,99,54.0,104.0,598.5083002250008,3.96,2370.092868891003,1,1,1,1,0,0,3,0,no,no
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java/,"public void consumedUntil(ByteString topic, Long seqId)",release-4.0.0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java/,"public long getOutstandingRequests()",release-4.0.0,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,8,0,no,yes
bookkeeper,/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/,"public Builder setUnsubscribeRequest(org.apache.hedwig.protocol.PubSubProtocol.UnsubscribeRequest.Builder builderForValue)",release-4.0.0,5,4,1,0,1,4,2,5,5.0,7.0,16.253496664211536,0.625,10.15843541513221,0,0,1,1,0,0,2,0,no,yes
bookkeeper,/hedwig-client/src/main/java/org/apache/hedwig/client/conf/ClientConfiguration.java/,"public int getMaximumServerRedirects()",release-4.0.0,3,2,1,0,0,4,0,4,4.0,4.0,8.0,0.0,0.0,0,0,0,1,0,0,3,0,no,no
bookkeeper,/bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java/," void writeSameEntryBatchFS(byte[] data, int times)",release-4.0.0,16,15,2,1,5,21,8,32,26.0,40.0,188.0175887256437,3.8095238095238093,716.2574808595949,1,0,1,1,0,2,5,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/," void doGc(GarbageCollector gc, ConcurrentMap<Long, Boolean> bkActiveLedgers, HashSet<Long> zkAllLedgers)",release-4.0.0,11,7,2,1,1,7,1,11,8.0,12.0,36.0,0.7857142857142857,28.285714285714285,1,0,1,1,0,1,1,0,no,yes
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java/,"public void consumedUntil(ByteString topic, Long seqId)",release-4.0.0,22,20,3,2,3,35,13,47,38.0,60.0,314.8756508066151,2.0142857142857142,634.2495251961818,1,0,1,1,0,3,3,0,no,no
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyUnsubscribeHandler.java/,"public void handleRequest(final PubSubRequest request, final Channel channel)",release-4.0.0,32,15,2,1,1,22,1,36,23.0,37.0,167.37179237410948,0.8181818181818182,136.94055739699866,1,0,0,1,0,0,1,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/," synchronized void rollLog()",release-4.0.0,23,19,2,1,1,24,2,34,25.0,36.0,167.17882283189007,0.7083333333333334,118.41833283925547,1,0,1,1,0,1,14,0,no,no
bookkeeper,/hedwig-client/src/main/java/org/apache/hedwig/util/Option.java/,"public static Option<T> of(T x)",release-4.0.0,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java/,"public synchronized int read() throws IOException",release-4.0.0,13,10,3,2,4,10,4,12,14.0,16.0,60.91767875292166,2.4,146.20242900701197,1,0,1,1,0,0,3,0,no,no
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java/,"public void channelDisconnected(ChannelHandlerContext ctx, ChannelStateEvent e) throws Exception",release-4.0.0,7,4,1,0,0,6,0,7,6.0,7.0,18.094737505048094,0.0,0.0,0,0,0,1,0,0,3,0,no,no
