Project,Path,Method,ReleaseId,LOC,StmtCount,Cyclomatic,Cognitive,DistinctOperators,DistinctOperands,TotalOperators,TotalOperands,Vocabulary,Length,Volume,Difficulty,Effort,MaxNestingDepth,isLongMethod,isGodClass,isFeatureEnvy,isDuplicatedCode,CodeSmells,Touches,prevCodeSmells,prevBuggy,Buggy
avro,/src/java/org/apache/avro/specific/SpecificData.java/,"public static SpecificData get()",release-1.2.0,1,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketServer.java/,"public int getPort()",release-1.3.0,1,2,1,0,0,3,0,3,3.0,3.0,4.754887502163469,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/,"private void writeLength(int length) throws IOException",release-1.3.0,6,5,1,0,0,7,0,10,7.0,10.0,28.07354922057604,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/,"public synchronized List<ByteBuffer> readBuffers() throws IOException",release-1.3.0,20,19,5,4,1,15,1,28,16.0,29.0,116.0,0.9333333333333333,108.26666666666667,2,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketServer.java/,"public static void main(String[] arg) throws Exception",release-1.3.0,5,4,1,0,0,7,0,7,7.0,7.0,19.651484454403228,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketServer.java/,"public void run()",release-1.3.0,15,14,2,1,0,10,0,10,10.0,10.0,33.219280948873624,0.0,0.0,1,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/,"public String getRemoteName()",release-1.3.0,3,2,1,0,0,4,0,4,4.0,4.0,8.0,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/specific/SpecificDatumWriter.java/,"protected void writeEnum(Schema schema, Object datum, Encoder out) throws IOException",release-1.3.0,5,2,1,0,0,4,0,4,4.0,4.0,8.0,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/,"public synchronized void writeBuffers(List<ByteBuffer> buffers) throws IOException",release-1.3.0,8,6,1,0,0,7,0,9,7.0,9.0,25.26619429851844,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/,"public void close() throws IOException",release-1.3.0,6,5,2,1,1,7,1,8,8.0,9.0,27.0,0.5714285714285714,15.428571428571427,1,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketServer.java/,"public void close()",release-1.3.0,3,2,1,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/specific/SpecificDatumWriter.java/,"protected Object getField(Object record, String name, int position)",release-1.3.0,4,2,1,0,0,3,0,3,3.0,3.0,4.754887502163469,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketServer.java/,"public int getPort()",release-1.3.1,1,2,1,0,0,3,0,3,3.0,3.0,4.754887502163469,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/,"private void writeLength(int length) throws IOException",release-1.3.1,6,5,1,0,0,7,0,10,7.0,10.0,28.07354922057604,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/,"public synchronized List<ByteBuffer> readBuffers() throws IOException",release-1.3.1,20,19,5,4,1,15,1,28,16.0,29.0,116.0,0.9333333333333333,108.26666666666667,2,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketServer.java/,"public static void main(String[] arg) throws Exception",release-1.3.1,5,4,1,0,0,7,0,7,7.0,7.0,19.651484454403228,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketServer.java/,"public void run()",release-1.3.1,15,14,2,1,0,10,0,10,10.0,10.0,33.219280948873624,0.0,0.0,1,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/,"public String getRemoteName()",release-1.3.1,3,2,1,0,0,4,0,4,4.0,4.0,8.0,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/specific/SpecificDatumWriter.java/,"protected void writeEnum(Schema schema, Object datum, Encoder out) throws IOException",release-1.3.1,5,2,1,0,0,4,0,4,4.0,4.0,8.0,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/,"public synchronized void writeBuffers(List<ByteBuffer> buffers) throws IOException",release-1.3.1,8,6,1,0,0,7,0,9,7.0,9.0,25.26619429851844,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/,"public void close() throws IOException",release-1.3.1,6,5,2,1,1,7,1,8,8.0,9.0,27.0,0.5714285714285714,15.428571428571427,1,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketServer.java/,"public void close()",release-1.3.1,3,2,1,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/specific/SpecificDatumWriter.java/,"protected Object getField(Object record, String name, int position)",release-1.3.1,4,2,1,0,0,3,0,3,3.0,3.0,4.754887502163469,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketServer.java/,"public int getPort()",release-1.3.2,1,2,1,0,0,3,0,3,3.0,3.0,4.754887502163469,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/,"private void writeLength(int length) throws IOException",release-1.3.2,6,5,1,0,0,7,0,10,7.0,10.0,28.07354922057604,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/,"public synchronized List<ByteBuffer> readBuffers() throws IOException",release-1.3.2,20,19,5,4,1,15,1,28,16.0,29.0,116.0,0.9333333333333333,108.26666666666667,2,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketServer.java/,"public static void main(String[] arg) throws Exception",release-1.3.2,5,4,1,0,0,7,0,7,7.0,7.0,19.651484454403228,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketServer.java/,"public void run()",release-1.3.2,15,14,2,1,0,10,0,10,10.0,10.0,33.219280948873624,0.0,0.0,1,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/,"public String getRemoteName()",release-1.3.2,3,2,1,0,0,4,0,4,4.0,4.0,8.0,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/specific/SpecificDatumWriter.java/,"protected void writeEnum(Schema schema, Object datum, Encoder out) throws IOException",release-1.3.2,5,2,1,0,0,4,0,4,4.0,4.0,8.0,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/,"public synchronized void writeBuffers(List<ByteBuffer> buffers) throws IOException",release-1.3.2,8,6,1,0,0,7,0,9,7.0,9.0,25.26619429851844,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/,"public void close() throws IOException",release-1.3.2,6,5,2,1,1,7,1,8,8.0,9.0,27.0,0.5714285714285714,15.428571428571427,1,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketServer.java/,"public void close()",release-1.3.2,3,2,1,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/specific/SpecificDatumWriter.java/,"protected Object getField(Object record, String name, int position)",release-1.3.2,4,2,1,0,0,3,0,3,3.0,3.0,4.754887502163469,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketServer.java/,"public int getPort()",release-1.3.3-rc1,1,2,1,0,0,3,0,3,3.0,3.0,4.754887502163469,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/,"private void writeLength(int length) throws IOException",release-1.3.3-rc1,6,5,1,0,0,7,0,10,7.0,10.0,28.07354922057604,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/,"public synchronized List<ByteBuffer> readBuffers() throws IOException",release-1.3.3-rc1,20,19,5,4,1,15,1,28,16.0,29.0,116.0,0.9333333333333333,108.26666666666667,2,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketServer.java/,"public static void main(String[] arg) throws Exception",release-1.3.3-rc1,5,4,1,0,0,7,0,7,7.0,7.0,19.651484454403228,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketServer.java/,"public void run()",release-1.3.3-rc1,15,14,2,1,0,10,0,10,10.0,10.0,33.219280948873624,0.0,0.0,1,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/,"public String getRemoteName()",release-1.3.3-rc1,3,2,1,0,0,4,0,4,4.0,4.0,8.0,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/specific/SpecificDatumWriter.java/,"protected void writeEnum(Schema schema, Object datum, Encoder out) throws IOException",release-1.3.3-rc1,5,2,1,0,0,4,0,4,4.0,4.0,8.0,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/,"public synchronized void writeBuffers(List<ByteBuffer> buffers) throws IOException",release-1.3.3-rc1,8,6,1,0,0,7,0,9,7.0,9.0,25.26619429851844,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/,"public void close() throws IOException",release-1.3.3-rc1,6,5,2,1,1,7,1,8,8.0,9.0,27.0,0.5714285714285714,15.428571428571427,1,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketServer.java/,"public void close()",release-1.3.3-rc1,3,2,1,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/specific/SpecificDatumWriter.java/,"protected Object getField(Object record, String name, int position)",release-1.3.3-rc1,4,2,1,0,0,3,0,3,3.0,3.0,4.754887502163469,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketServer.java/,"public int getPort()",release-1.3.3-rc0,1,2,1,0,0,3,0,3,3.0,3.0,4.754887502163469,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/,"private void writeLength(int length) throws IOException",release-1.3.3-rc0,6,5,1,0,0,7,0,10,7.0,10.0,28.07354922057604,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/,"public synchronized List<ByteBuffer> readBuffers() throws IOException",release-1.3.3-rc0,20,19,5,4,1,15,1,28,16.0,29.0,116.0,0.9333333333333333,108.26666666666667,2,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketServer.java/,"public static void main(String[] arg) throws Exception",release-1.3.3-rc0,5,4,1,0,0,7,0,7,7.0,7.0,19.651484454403228,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketServer.java/,"public void run()",release-1.3.3-rc0,15,14,2,1,0,10,0,10,10.0,10.0,33.219280948873624,0.0,0.0,1,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/,"public String getRemoteName()",release-1.3.3-rc0,3,2,1,0,0,4,0,4,4.0,4.0,8.0,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/specific/SpecificDatumWriter.java/,"protected void writeEnum(Schema schema, Object datum, Encoder out) throws IOException",release-1.3.3-rc0,5,2,1,0,0,4,0,4,4.0,4.0,8.0,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/,"public synchronized void writeBuffers(List<ByteBuffer> buffers) throws IOException",release-1.3.3-rc0,8,6,1,0,0,7,0,9,7.0,9.0,25.26619429851844,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/,"public void close() throws IOException",release-1.3.3-rc0,6,5,2,1,1,7,1,8,8.0,9.0,27.0,0.5714285714285714,15.428571428571427,1,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketServer.java/,"public void close()",release-1.3.3-rc0,3,2,1,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/specific/SpecificDatumWriter.java/,"protected Object getField(Object record, String name, int position)",release-1.3.3-rc0,4,2,1,0,0,3,0,3,3.0,3.0,4.754887502163469,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketServer.java/,"public int getPort()",release-1.3.3,1,2,1,0,0,3,0,3,3.0,3.0,4.754887502163469,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/,"private void writeLength(int length) throws IOException",release-1.3.3,6,5,1,0,0,7,0,10,7.0,10.0,28.07354922057604,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/,"public synchronized List<ByteBuffer> readBuffers() throws IOException",release-1.3.3,20,19,5,4,1,15,1,28,16.0,29.0,116.0,0.9333333333333333,108.26666666666667,2,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketServer.java/,"public static void main(String[] arg) throws Exception",release-1.3.3,5,4,1,0,0,7,0,7,7.0,7.0,19.651484454403228,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketServer.java/,"public void run()",release-1.3.3,15,14,2,1,0,10,0,10,10.0,10.0,33.219280948873624,0.0,0.0,1,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/,"public String getRemoteName()",release-1.3.3,3,2,1,0,0,4,0,4,4.0,4.0,8.0,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/specific/SpecificDatumWriter.java/,"protected void writeEnum(Schema schema, Object datum, Encoder out) throws IOException",release-1.3.3,5,2,1,0,0,4,0,4,4.0,4.0,8.0,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/,"public synchronized void writeBuffers(List<ByteBuffer> buffers) throws IOException",release-1.3.3,8,6,1,0,0,7,0,9,7.0,9.0,25.26619429851844,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/,"public void close() throws IOException",release-1.3.3,6,5,2,1,1,7,1,8,8.0,9.0,27.0,0.5714285714285714,15.428571428571427,1,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketServer.java/,"public void close()",release-1.3.3,3,2,1,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/specific/SpecificDatumWriter.java/,"protected Object getField(Object record, String name, int position)",release-1.3.3,4,2,1,0,0,3,0,3,3.0,3.0,4.754887502163469,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/mapred/HadoopReducerBase.java/,"public void configure(JobConf conf)",release-1.4.0-rc1,4,2,1,0,1,2,1,2,3.0,3.0,4.754887502163469,0.5,2.3774437510817346,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketServer.java/,"public int getPort()",release-1.4.0-rc1,1,2,1,0,0,3,0,3,3.0,3.0,4.754887502163469,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/,"private void writeLength(int length) throws IOException",release-1.4.0-rc1,6,5,1,0,0,7,0,10,7.0,10.0,28.07354922057604,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/mapred/HadoopReducerBase.java/,"public Iterator<V> iterator()",release-1.4.0-rc1,1,2,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/mapred/Pair.java/,"public Schema getSchema()",release-1.4.0-rc1,1,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/,"public synchronized List<ByteBuffer> readBuffers() throws IOException",release-1.4.0-rc1,20,19,5,4,1,15,1,28,16.0,29.0,116.0,0.9333333333333333,108.26666666666667,2,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/mapred/HadoopReducerBase.java/,"public void remove()",release-1.4.0-rc1,1,2,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketServer.java/,"public static void main(String[] arg) throws Exception",release-1.4.0-rc1,5,4,1,0,0,7,0,7,7.0,7.0,19.651484454403228,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/mapred/AvroCollector.java/,"public abstract void collect(T datum) throws IOException",release-1.4.0-rc1,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/mapred/Pair.java/,"public void put(int i, Object o)",release-1.4.0-rc1,8,7,4,1,2,6,3,8,8.0,11.0,33.0,1.3333333333333333,44.0,1,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/mapred/AvroSerialization.java/,"public void close() throws IOException",release-1.4.0-rc1,3,2,1,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/mapred/AvroSerialization.java/,"public AvroWrapper<T> deserialize(AvroWrapper<T> wrapper) throws IOException",release-1.4.0-rc1,10,8,4,1,2,7,3,18,9.0,21.0,66.56842503028857,2.5714285714285716,171.1759500778849,1,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/,"public Protocol getRemote()",release-1.4.0-rc1,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/mapred/HadoopReducerBase.java/,"protected abstract AvroCollector<OUT> getCollector(OutputCollector<KO, VO> c)",release-1.4.0-rc1,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/mapred/Pair.java/,"public static Schema getValueSchema(Schema pair)",release-1.4.0-rc1,4,3,1,0,0,5,0,6,5.0,6.0,13.931568569324174,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/mapred/HadoopCombiner.java/,"protected AvroReducer<K, V, Pair<K, V>> getReducer(JobConf conf)",release-1.4.0-rc1,6,2,1,0,0,6,0,7,6.0,7.0,18.094737505048094,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketServer.java/,"public void run()",release-1.4.0-rc1,15,14,2,1,0,10,0,10,10.0,10.0,33.219280948873624,0.0,0.0,1,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/mapred/Pair.java/,"public V value()",release-1.4.0-rc1,1,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/mapred/Pair.java/,"private static void checkIsPairSchema(Schema schema)",release-1.4.0-rc1,4,3,2,1,2,5,2,6,7.0,8.0,22.458839376460833,1.2,26.950607251753,1,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/mapred/Pair.java/,"public boolean equals(Object o)",release-1.4.0-rc1,8,9,4,3,3,6,4,10,9.0,14.0,44.37895002019238,2.5,110.94737505048094,1,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/mapred/Pair.java/,"public Object get(int i)",release-1.4.0-rc1,8,5,4,1,1,6,1,7,7.0,8.0,22.458839376460833,0.5833333333333334,13.100989636268821,1,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/mapred/Pair.java/,"public int compareTo(Pair that)",release-1.4.0-rc1,3,2,1,0,0,5,0,5,5.0,5.0,11.60964047443681,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/mapred/Pair.java/,"public static Schema getPairSchema(Schema key, Schema value)",release-1.4.0-rc1,17,16,3,2,2,9,6,27,11.0,33.0,114.16124341503082,3.0,342.4837302450925,1,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/mapred/HadoopCombiner.java/,"protected AvroCollector<Pair<K, V>> getCollector(OutputCollector<AvroKey<K>, AvroValue<V>> collector)",release-1.4.0-rc1,5,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/,"public String getRemoteName()",release-1.4.0-rc1,3,2,1,0,0,4,0,4,4.0,4.0,8.0,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/specific/SpecificDatumWriter.java/,"protected void writeEnum(Schema schema, Object datum, Encoder out) throws IOException",release-1.4.0-rc1,8,4,2,1,1,5,1,9,6.0,10.0,25.84962500721156,0.9,23.264662506490406,1,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/mapred/Pair.java/,"private static Schema makePairSchema(Schema key, Schema value)",release-1.4.0-rc1,8,7,1,0,0,15,0,23,15.0,23.0,89.85848369899593,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/mapred/Pair.java/,"public void value(V value)",release-1.4.0-rc1,1,2,1,0,1,1,1,1,2.0,2.0,2.0,0.5,1.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/mapred/HadoopReducerBase.java/,"protected abstract AvroReducer<K, V, OUT> getReducer(JobConf conf)",release-1.4.0-rc1,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/mapred/AvroSerialization.java/,"public void open(OutputStream out)",release-1.4.0-rc1,4,3,1,0,1,1,2,2,2.0,4.0,4.0,1.0,4.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/mapred/AvroSerialization.java/,"public Deserializer<AvroWrapper<T>> getDeserializer(Class<AvroWrapper<T>> c)",release-1.4.0-rc1,11,4,2,0,0,10,0,15,10.0,15.0,49.82892142331044,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/mapred/HadoopReducer.java/,"protected AvroReducer<K, V, OUT> getReducer(JobConf conf)",release-1.4.0-rc1,6,2,1,0,0,6,0,7,6.0,7.0,18.094737505048094,0.0,0.0,0,0,0,0,0,0,1,0,no,no
avro,/lang/java/src/java/org/apache/avro/mapred/HadoopMapper.java/,"public void configure(JobConf conf)",release-1.4.0-rc1,8,3,1,0,2,8,3,10,10.0,13.0,43.18506523353572,1.25,53.981331541919644,0,0,0,0,0,0,1,0,no,no
