Project,Path,Method,ReleaseId,LOC,StmtCount,Cyclomatic,Cognitive,DistinctOperators,DistinctOperands,TotalOperators,TotalOperands,Vocabulary,Length,Volume,Difficulty,Effort,MaxNestingDepth,isLongMethod,isGodClass,isFeatureEnvy,isDuplicatedCode,CodeSmells,Touches,prevCodeSmells,prevBuggy,Buggy
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthProviderFactoryFactory.java/,"public void init(ServerConfiguration conf, ExtensionRegistry registry)",release-4.4.0,2,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/AuthHandler.java/,"public void channelConnected(ChannelHandlerContext ctx, ChannelStateEvent e) throws Exception",release-4.4.0,21,14,5,3,2,18,4,37,20.0,41.0,177.19905189038187,2.0555555555555554,364.2424955524516,2,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/ClientAuthProvider.java/," void process(AuthMessage m, GenericCallback<AuthMessage> cb)",release-4.4.0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthProviderFactoryFactory.java/,"public static BookieAuthProvider.Factory newBookieAuthProviderFactory(ServerConfiguration conf, ExtensionRegistry registry) throws IOException",release-4.4.0,13,8,2,1,2,11,3,15,13.0,18.0,66.60791492653966,1.3636363636363635,90.8289748998268,1,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/BookieAuthProvider.java/," BookieAuthProvider newProvider(InetSocketAddress addr, GenericCallback<Void> completeCb)",release-4.4.0,2,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/AuthHandler.java/,"public void channelOpen(ChannelHandlerContext ctx, ChannelStateEvent e) throws Exception",release-4.4.0,17,12,4,2,2,19,3,35,21.0,38.0,166.9080620655929,1.8421052631578947,307.4622195945132,2,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/ClientAuthProvider.java/," String getPluginName()",release-4.4.0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/AuthHandler.java/,"public void messageReceived(ChannelHandlerContext ctx, MessageEvent e) throws Exception",release-4.4.0,26,19,5,4,2,19,3,30,21.0,33.0,144.94647495169912,1.5789473684210527,228.86285518689334,4,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthProviderFactoryFactory.java/,"public String getPluginName()",release-4.4.0,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthProviderFactoryFactory.java/,"public void init(ClientConfiguration conf, ExtensionRegistry registry)",release-4.4.0,2,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/AuthHandler.java/,"public void operationComplete(int rc, Void v)",release-4.4.0,16,14,3,2,3,14,4,20,17.0,24.0,98.09910819000817,2.142857142857143,210.21237469287465,2,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/ClientAuthProvider.java/," ClientAuthProvider newProvider(InetSocketAddress addr, GenericCallback<Void> completeCb)",release-4.4.0,2,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/AuthHandler.java/," void authenticationError(ChannelHandlerContext ctx, int errorCode)",release-4.4.0,6,3,1,0,1,8,1,10,9.0,11.0,34.86917501586544,0.625,21.7932343849159,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthProviderFactoryFactory.java/,"public static ClientAuthProvider.Factory newClientAuthProviderFactory(ClientConfiguration conf, ExtensionRegistry registry) throws IOException",release-4.4.0,13,8,2,1,2,11,3,15,13.0,18.0,66.60791492653966,1.3636363636363635,90.8289748998268,1,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthProviderFactoryFactory.java/,"public BookieAuthProvider newProvider(InetSocketAddress addr, GenericCallback<Void> completeCb)",release-4.4.0,8,4,1,0,0,4,0,4,4.0,4.0,8.0,0.0,0.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/BookieAuthProvider.java/," void process(AuthMessage m, GenericCallback<AuthMessage> cb)",release-4.4.0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/BookieAuthProvider.java/," void init(ServerConfiguration conf, ExtensionRegistry registry) throws IOException",release-4.4.0,2,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LongHierarchicalLedgerManager.java/,"private long getEndLedgerIdByLevel(String level0, String level1, String level2, String level3) throws IOException",release-4.5.0,3,2,1,0,0,6,0,6,6.0,6.0,15.509775004326936,0.0,0.0,0,0,0,0,0,0,1,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/BookieAuthProvider.java/," void close()",release-4.5.0,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LongHierarchicalLedgerManager.java/,"public long getLedgerId(String pathName) throws IOException",release-4.5.0,8,6,2,1,2,10,3,13,12.0,16.0,57.359400011538504,1.3,74.56722001500006,1,0,0,0,0,0,1,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/AuthHandler.java/,"private boolean checkAuthPlugin(AuthMessage am, final Channel src)",release-4.5.0,8,6,2,1,3,12,4,17,15.0,21.0,82.0447025077789,2.125,174.34499282903016,1,0,0,0,0,0,1,0,yes,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/AuthHandler.java/," long newTxnId()",release-4.5.0,3,2,1,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,0,0,0,0,1,0,yes,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LongHierarchicalLedgerManager.java/,"protected static boolean isSpecialZnode(String znode)",release-4.5.0,6,2,1,0,2,5,2,6,7.0,8.0,22.458839376460833,1.2,26.950607251753,0,0,0,0,0,0,1,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/ClientAuthProvider.java/," void init(ClientConfiguration conf) throws IOException",release-4.5.0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/BookieAuthProvider.java/," String getPluginName()",release-4.5.0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,yes,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/AuthHandler.java/,"public void channelRead(ChannelHandlerContext ctx, Object msg) throws Exception",release-4.5.0,45,33,9,6,3,42,4,72,45.0,76.0,417.38083532105526,2.571428571428571,1073.2650051112848,6,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SubTreeCache.java/,"private synchronized void handleEvent(WatchedEvent event)",release-4.5.0,7,6,1,0,0,5,0,7,5.0,7.0,16.253496664211536,0.0,0.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/BookieAuthProvider.java/," void init(ServerConfiguration conf) throws IOException",release-4.5.0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SubTreeCache.java/,"public void close()",release-4.5.0,4,2,1,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LongHierarchicalLedgerManager.java/,"public String getLedgerPath(long ledgerId)",release-4.5.0,4,2,1,0,1,4,1,4,5.0,5.0,11.60964047443681,0.5,5.804820237218405,0,0,0,0,0,0,1,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/AuthHandler.java/,"public void operationComplete(int rc, AuthToken newam)",release-4.5.0,16,9,2,1,1,26,1,34,27.0,35.0,166.4210625757214,0.6538461538461539,108.81377168412554,1,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LongHierarchicalLedgerManager.java/,"private synchronized void initialize(String path, int level) throws KeeperException, InterruptedException, IOException",release-4.5.0,37,33,7,6,5,31,10,60,36.0,70.0,361.89475010096186,4.838709677419355,1751.1036295207832,3,0,0,0,0,0,1,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthProviderFactoryFactory.java/,"public ClientAuthProvider newProvider(ClientConnectionPeer addr, AuthCallbacks.GenericCallback<Void> completeCb)",release-4.5.0,10,6,1,0,0,7,0,7,7.0,7.0,19.651484454403228,0.0,0.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LongHierarchicalLedgerManagerFactory.java/,"public LedgerManager newLedgerManager()",release-4.5.0,4,2,1,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,0,0,0,0,1,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SubTreeCache.java/,"public synchronized void cancelWatcher(Watcher watcher)",release-4.5.0,3,2,1,0,0,3,0,3,3.0,3.0,4.754887502163469,0.0,0.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthProviderFactoryFactory.java/,"public static BookieAuthProvider.Factory newBookieAuthProviderFactory(ServerConfiguration conf) throws IOException",release-4.5.0,12,8,2,1,2,10,3,14,12.0,17.0,60.94436251225966,1.4,85.32210751716352,1,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/ClientAuthProvider.java/," void onProtocolUpgrade()",release-4.5.0,2,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthProviderFactoryFactory.java/,"public void process(AuthToken m, AuthCallbacks.GenericCallback<AuthToken> cb)",release-4.5.0,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/AuthHandler.java/,"public void channelInactive(ChannelHandlerContext ctx) throws Exception",release-4.5.0,7,5,2,1,1,5,1,6,6.0,7.0,18.094737505048094,0.6,10.856842503028856,1,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SubTreeCache.java/,"private List<String> getChildren()",release-4.5.0,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/ClientAuthProvider.java/," ClientAuthProvider newProvider(ClientConnectionPeer connection, AuthCallbacks.GenericCallback<Void> completeCb)",release-4.5.0,2,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/BookieAuthProvider.java/," void process(AuthToken m, AuthCallbacks.GenericCallback<AuthToken> cb)",release-4.5.0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthProviderFactoryFactory.java/,"public String getPluginName()",release-4.5.0,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,yes,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthProviderFactoryFactory.java/,"public static ClientAuthProvider.Factory newClientAuthProviderFactory(ClientConfiguration conf) throws IOException",release-4.5.0,12,8,2,1,2,10,3,14,12.0,17.0,60.94436251225966,1.4,85.32210751716352,1,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SubTreeCache.java/,"public synchronized WatchGuard registerWatcherWithGuard(Watcher watcher)",release-4.5.0,4,3,1,0,0,2,0,3,2.0,3.0,3.0,0.0,0.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/AuthHandler.java/," void authenticationError(ChannelHandlerContext ctx, int errorCode)",release-4.5.0,4,3,1,0,1,7,1,8,8.0,9.0,27.0,0.5714285714285714,15.428571428571427,0,0,0,0,0,0,1,0,yes,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LongHierarchicalLedgerManager.java/,"public LedgerRangeIterator getLedgerRanges()",release-4.5.0,4,2,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/ClientAuthProvider.java/," void close()",release-4.5.0,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LongHierarchicalLedgerManager.java/,"public void asyncProcessLedgers(final Processor<Long> processor, final AsyncCallback.VoidCallback finalCb, final Object context, final int successRc, final int failureRc)",release-4.5.0,9,2,1,0,0,8,0,12,8.0,12.0,36.0,0.0,0.0,0,0,0,0,0,0,1,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SubTreeCache.java/,"public void process(WatchedEvent event)",release-4.5.0,7,5,1,0,0,5,0,5,5.0,5.0,11.60964047443681,0.0,0.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SubTreeCache.java/,"public synchronized List<String> getChildren(String path) throws KeeperException, InterruptedException",release-4.5.0,9,8,2,1,2,9,2,19,11.0,21.0,72.64806399138325,2.111111111111111,153.3681350929202,1,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LongHierarchicalLedgerManager.java/,"public synchronized LedgerRange next() throws IOException",release-4.5.0,9,7,2,1,2,4,2,5,6.0,7.0,18.094737505048094,1.25,22.61842188131012,1,0,0,0,0,0,1,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/BookieAuthProvider.java/," void onProtocolUpgrade()",release-4.5.0,2,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthProviderFactoryFactory.java/,"public void init(ClientConfiguration conf)",release-4.5.0,2,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SubTreeCache.java/," List<String> getChildren(String path, Watcher watcher) throws InterruptedException, KeeperException",release-4.5.0,2,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LongHierarchicalLedgerManager.java/,"public void process(String lNode, VoidCallback cb)",release-4.5.0,16,11,3,2,4,18,6,34,22.0,40.0,178.37726474549189,3.7777777777777777,673.8696668163027,2,0,0,0,0,0,1,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/AuthHandler.java/,"public void write(ChannelHandlerContext ctx, Object msg, ChannelPromise promise) throws Exception",release-4.5.0,31,27,6,5,2,17,4,45,19.0,49.0,208.14844815873568,2.6470588235294117,550.9811863025355,4,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthProviderFactoryFactory.java/,"public BookieAuthProvider newProvider(BookieConnectionPeer addr, AuthCallbacks.GenericCallback<Void> completeCb)",release-4.5.0,13,6,1,0,0,9,0,11,9.0,11.0,34.86917501586544,0.0,0.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/ClientAuthProvider.java/," void process(AuthToken m, AuthCallbacks.GenericCallback<AuthToken> cb)",release-4.5.0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/BookieAuthProvider.java/," BookieAuthProvider newProvider(BookieConnectionPeer connection, AuthCallbacks.GenericCallback<Void> completeCb)",release-4.5.0,2,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthProviderFactoryFactory.java/,"public void init(ServerConfiguration conf)",release-4.5.0,2,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/AuthHandler.java/,"public ClientAuthProvider getAuthProvider()",release-4.5.0,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LongHierarchicalLedgerManager.java/,"private long getStartLedgerIdByLevel(String level0, String level1, String level2, String level3) throws IOException",release-4.5.0,4,2,1,0,0,6,0,6,6.0,6.0,15.509775004326936,0.0,0.0,0,0,0,0,0,0,1,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/ClientAuthProvider.java/," String getPluginName()",release-4.5.0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,yes,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LongHierarchicalLedgerManager.java/,"private LedgerRange getLedgerRangeByLevel(List<String> curLevelNodes) throws IOException",release-4.5.0,24,19,2,1,2,34,10,72,36.0,82.0,423.9338501182696,2.1176470588235294,897.7422708386886,1,0,0,0,0,0,1,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/AuthHandler.java/,"public void operationComplete(int rc, Void v)",release-4.5.0,16,14,3,2,3,14,4,20,17.0,24.0,98.09910819000817,2.142857142857143,210.21237469287465,2,0,0,0,0,0,1,0,yes,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SubTreeCache.java/,"public synchronized void registerWatcher(Watcher watcher)",release-4.5.0,3,2,1,0,0,3,0,3,3.0,3.0,4.754887502163469,0.0,0.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LongHierarchicalLedgerManager.java/,"private synchronized void preload() throws IOException, KeeperException, InterruptedException",release-4.5.0,13,12,4,3,5,14,10,19,19.0,29.0,123.18989788986397,3.3928571428571432,417.9657249834671,2,0,0,0,0,0,1,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SubTreeCache.java/,"private void setChildren(List<String> children)",release-4.5.0,3,2,1,0,1,1,1,1,2.0,2.0,2.0,0.5,1.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthProviderFactoryFactory.java/,"public void init(AuthCallbacks.GenericCallback<AuthToken> cb)",release-4.5.0,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/AuthHandler.java/,"public void channelActive(ChannelHandlerContext ctx) throws Exception",release-4.5.0,7,4,1,0,1,8,1,12,9.0,13.0,41.20902501875006,0.75,30.906768764062548,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/ClientAuthProvider.java/," void init(AuthCallbacks.GenericCallback<AuthToken> cb)",release-4.5.0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LongHierarchicalLedgerManager.java/,"private void clearHigherLevels(int level)",release-4.5.0,5,4,2,1,3,7,3,9,10.0,12.0,39.863137138648355,1.9285714285714288,76.87890733882183,1,0,0,0,0,0,1,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LongHierarchicalLedgerManager.java/,"private synchronized boolean moveToNext(int level) throws KeeperException, InterruptedException",release-4.5.0,42,41,8,7,5,31,9,76,36.0,85.0,439.44362512259653,6.129032258064516,2693.3641539772043,4,0,0,0,0,0,1,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LongHierarchicalLedgerManager.java/,"public synchronized boolean hasNext() throws IOException",release-4.5.0,12,10,1,0,3,11,3,11,14.0,14.0,53.30296890880645,1.5,79.95445336320967,0,0,0,0,0,0,1,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LongHierarchicalLedgerManager.java/,"private long getEndLedgerIdByLevel(String level0, String level1, String level2, String level3) throws IOException",release-4.5.1,3,2,1,0,0,6,0,6,6.0,6.0,15.509775004326936,0.0,0.0,0,0,0,0,0,0,1,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/BookieAuthProvider.java/," void close()",release-4.5.1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,yes,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LongHierarchicalLedgerManager.java/,"public long getLedgerId(String pathName) throws IOException",release-4.5.1,8,6,2,1,2,10,3,13,12.0,16.0,57.359400011538504,1.3,74.56722001500006,1,0,0,0,0,0,1,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/AuthHandler.java/,"private boolean checkAuthPlugin(AuthMessage am, final Channel src)",release-4.5.1,8,6,2,1,3,12,4,17,15.0,21.0,82.0447025077789,2.125,174.34499282903016,1,0,0,0,0,0,1,0,yes,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/AuthHandler.java/," long newTxnId()",release-4.5.1,3,2,1,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,0,0,0,0,1,0,yes,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LongHierarchicalLedgerManager.java/,"protected static boolean isSpecialZnode(String znode)",release-4.5.1,6,2,1,0,2,5,2,6,7.0,8.0,22.458839376460833,1.2,26.950607251753,0,0,0,0,0,0,1,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/ClientAuthProvider.java/," void init(ClientConfiguration conf) throws IOException",release-4.5.1,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,yes,yes
